field_name,form_name,field_type,field_label,parent,branching_logic
photo_site___Front torso,photographs,binary,Front torso,photo_site,
photo_site___Back torso,photographs,binary,Back torso,photo_site,
photo_site___Right arm or hand,photographs,binary,Right arm or hand,photo_site,
photo_site___Left arm or hand,photographs,binary,Left arm or hand,photo_site,
photo_site___Peri-anal,photographs,binary,Peri-anal,photo_site,
photo_site___Pubic region,photographs,binary,Pubic region,photo_site,
photo_site___Right leg or foot,photographs,binary,Right leg or foot,photo_site,
photo_site___Left leg or foot,photographs,binary,Left leg or foot,photo_site,
photo_site___Other,photographs,binary,Other,photo_site,
photo_site_oth,photographs,freetext,Specify other location,photo,[photo_site]='88'
photo_sampleyn,photographs,categorical,Was a sample of the photographed area taken?,photo,
photo_sampleyn___Yes,photographs,binary,Yes,photo_sampleyn,
photo_sampleyn___No,photographs,binary,No,photo_sampleyn,
photo_sampleid,photographs,freetext,Please enter the sample ID,photo,[photo_sampleyn] = '1'
photo_desc,photographs,freetext,Please provide any other relevant additional description of the photo or it's location.,photo,
diagn,outcome,section,DIAGNOSIS,,
diagn_primary,outcome,categorical,Primary diagnosis,diagn,
diagn_primary___Bacterial infection,outcome,binary,Bacterial infection,diagn_primary,
diagn_primary___Chickenpox (Varicella),outcome,binary,Chickenpox (Varicella),diagn_primary,
diagn_primary___Herpes simplex virus infection (HSV),outcome,binary,Herpes simplex virus infection (HSV),diagn_primary,
diagn_primary___Human immunodeficiency virus infection (HIV infection),outcome,binary,Human immunodeficiency virus infection (HIV infection),diagn_primary,
diagn_primary___Mpox,outcome,binary,Mpox,diagn_primary,
diagn_primary___Other,outcome,binary,Other,diagn_primary,
diagn_primary_type,outcome,categorical,Type of diagnosis,diagn,
diagn_primary_type___Clinical diagnosis,outcome,binary,Clinical diagnosis,diagn_primary_type,
diagn_primary_type___Lab-confirmed,outcome,binary,Lab-confirmed,diagn_primary_type,
"diagn_primary_type___Radiologically confirmed (e.g., chest X-ray, CT)",outcome,binary,"Radiologically confirmed (e.g., chest X-ray, CT)",diagn_primary_type,
diagn_primary_type___Other,outcome,binary,Other,diagn_primary_type,
diagn_primary_otherl2,outcome,categorical,Select Primary diagnosis,diagn,[diagn_primary]='88'
diagn_primary_otherl2___Adenovirus,outcome,binary,Adenovirus,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Andes virus infection (hantavirus),outcome,binary,Andes virus infection (hantavirus),diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Argentine haemorrhagic fever (Junin virus),outcome,binary,Argentine haemorrhagic fever (Junin virus),diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Avian influenza A H7N9/ H5N1/ H5N8/ H7N7,outcome,binary,Avian influenza A H7N9/ H5N1/ H5N8/ H7N7,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Bolivian haemorrhagic fever (Machupo virus),outcome,binary,Bolivian haemorrhagic fever (Machupo virus),diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___COVID-19 (SARS-CoV-2),outcome,binary,COVID-19 (SARS-CoV-2),diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Crimean Congo haemorrhagic fever (CCHF),outcome,binary,Crimean Congo haemorrhagic fever (CCHF),diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Dengue,outcome,binary,Dengue,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Ebola virus disease (EVD),outcome,binary,Ebola virus disease (EVD),diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Enterovirus,outcome,binary,Enterovirus,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Exposure to CBRN agent,outcome,binary,Exposure to CBRN agent,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Exposure to Harmful Energy,outcome,binary,Exposure to Harmful Energy,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___HSV,outcome,binary,HSV,diagn_primary_otherl2,[diagn_primary]='88'
"diagn_primary_otherl2___Hepatitis (general, unspecified)",outcome,binary,"Hepatitis (general, unspecified)",diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Influenza A H1N1,outcome,binary,Influenza A H1N1,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Influenza A H5N1,outcome,binary,Influenza A H5N1,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Influenza A H5N8,outcome,binary,Influenza A H5N8,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Influenza A H7N7,outcome,binary,Influenza A H7N7,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Influenza A H7N9,outcome,binary,Influenza A H7N9,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Influenza A virus,outcome,binary,Influenza A virus,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Influenza B virus,outcome,binary,Influenza B virus,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Influenza virus,outcome,binary,Influenza virus,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___JE,outcome,binary,JE,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Lassa fever,outcome,binary,Lassa fever,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Lujo virus disease,outcome,binary,Lujo virus disease,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Marburg virus disease (MVD),outcome,binary,Marburg virus disease (MVD),diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Measles,outcome,binary,Measles,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Middle East respiratory syndrome (MERS),outcome,binary,Middle East respiratory syndrome (MERS),diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Nipah,outcome,binary,Nipah,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Oropouche,outcome,binary,Oropouche,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Pneumonic plague (Yersinia pestis),outcome,binary,Pneumonic plague (Yersinia pestis),diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Respiratory syncytial virus infection (RSV),outcome,binary,Respiratory syncytial virus infection (RSV),diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Severe Acute paediatric hepatitis,outcome,binary,Severe Acute paediatric hepatitis,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Severe acute respiratory syndrome (SARS-not COVID-19),outcome,binary,Severe acute respiratory syndrome (SARS-not COVID-19),diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Severe fever with thrombocytopaenia syndrome (SFTS),outcome,binary,Severe fever with thrombocytopaenia syndrome (SFTS),diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Undefined influenza,outcome,binary,Undefined influenza,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl2___Other,outcome,binary,Other,diagn_primary_otherl2,[diagn_primary]='88'
diagn_primary_otherl3,outcome,freetext,Specify other Primary diagnosis,diagn,[diagn_primary_otherl2]='88'
diagn_secondary,outcome,categorical,Secondary diagnosis,diagn,
diagn_secondary___Bacterial infection,outcome,binary,Bacterial infection,diagn_secondary,
diagn_secondary___Chickenpox (Varicella),outcome,binary,Chickenpox (Varicella),diagn_secondary,
diagn_secondary___Herpes simplex virus infection (HSV),outcome,binary,Herpes simplex virus infection (HSV),diagn_secondary,
diagn_secondary___Human immunodeficiency virus infection (HIV infection),outcome,binary,Human immunodeficiency virus infection (HIV infection),diagn_secondary,
diagn_secondary___Mpox,outcome,binary,Mpox,diagn_secondary,
diagn_secondary___Other,outcome,binary,Other,diagn_secondary,
diagn_secondary_type,outcome,categorical,Type of diagnosis,diagn,
diagn_secondary_type___Clinical diagnosis,outcome,binary,Clinical diagnosis,diagn_secondary_type,
diagn_secondary_type___Lab-confirmed,outcome,binary,Lab-confirmed,diagn_secondary_type,
"diagn_secondary_type___Radiologically confirmed (e.g., chest X-ray, CT)",outcome,binary,"Radiologically confirmed (e.g., chest X-ray, CT)",diagn_secondary_type,
diagn_secondary_type___Other,outcome,binary,Other,diagn_secondary_type,
diagn_secondary_otherl2,outcome,categorical,Select Secondary diagnosis,diagn,[diagn_secondary]='88'
diagn_secondary_otherl2___Argentine haemorrhagic fever (Junin virus),outcome,binary,Argentine haemorrhagic fever (Junin virus),diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Bolivian haemorrhagic fever (Machupo virus),outcome,binary,Bolivian haemorrhagic fever (Machupo virus),diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Dengue,outcome,binary,Dengue,diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Exposure to Harmful Energy,outcome,binary,Exposure to Harmful Energy,diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Influenza A H5N1,outcome,binary,Influenza A H5N1,diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Influenza A H5N8,outcome,binary,Influenza A H5N8,diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Influenza A H7N7,outcome,binary,Influenza A H7N7,diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Influenza A H7N9,outcome,binary,Influenza A H7N9,diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Influenza B virus,outcome,binary,Influenza B virus,diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Influenza virus,outcome,binary,Influenza virus,diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___JE,outcome,binary,JE,diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Lujo virus disease,outcome,binary,Lujo virus disease,diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Marburg virus disease (MVD),outcome,binary,Marburg virus disease (MVD),diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Measles,outcome,binary,Measles,diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Middle East respiratory syndrome (MERS),outcome,binary,Middle East respiratory syndrome (MERS),diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Nipah,outcome,binary,Nipah,diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Pneumonic plague (Yersinia pestis),outcome,binary,Pneumonic plague (Yersinia pestis),diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Respiratory syncytial virus infection (RSV),outcome,binary,Respiratory syncytial virus infection (RSV),diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Severe acute respiratory syndrome (SARS-not COVID-19),outcome,binary,Severe acute respiratory syndrome (SARS-not COVID-19),diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Severe fever with thrombocytopaenia syndrome (SFTS),outcome,binary,Severe fever with thrombocytopaenia syndrome (SFTS),diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Undefined influenza,outcome,binary,Undefined influenza,diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl2___Other,outcome,binary,Other,diagn_secondary_otherl2,[diagn_secondary]='88'
diagn_secondary_otherl3,outcome,freetext,Specify other Secondary diagnosis,diagn,[diagn_secondary_otherl2]='88'
diagn_additional,outcome,categorical,Additional diagnosis,diagn,
diagn_additional___Bacterial infection,outcome,binary,Bacterial infection,diagn_additional,
diagn_additional___Chickenpox (Varicella),outcome,binary,Chickenpox (Varicella),diagn_additional,
diagn_additional___Herpes simplex virus infection (HSV),outcome,binary,Herpes simplex virus infection (HSV),diagn_additional,
diagn_additional___Human immunodeficiency virus infection (HIV infection),outcome,binary,Human immunodeficiency virus infection (HIV infection),diagn_additional,
diagn_additional___Mpox,outcome,binary,Mpox,diagn_additional,
diagn_additional___Other,outcome,binary,Other,diagn_additional,
diagn_additional_type,outcome,categorical,Type of diagnosis,diagn,
diagn_additional_type___Clinical diagnosis,outcome,binary,Clinical diagnosis,diagn_additional_type,
diagn_additional_type___Lab-confirmed,outcome,binary,Lab-confirmed,diagn_additional_type,
"diagn_additional_type___Radiologically confirmed (e.g., chest X-ray, CT)",outcome,binary,"Radiologically confirmed (e.g., chest X-ray, CT)",diagn_additional_type,
diagn_additional_type___Other,outcome,binary,Other,diagn_additional_type,
diagn_additional2,outcome,categorical,Additional diagnosis,diagn,
diagn_additional2___Bacterial infection,outcome,binary,Bacterial infection,diagn_additional2,
diagn_additional2___Chickenpox (Varicella),outcome,binary,Chickenpox (Varicella),diagn_additional2,
diagn_additional2___Herpes simplex virus infection (HSV),outcome,binary,Herpes simplex virus infection (HSV),diagn_additional2,
diagn_additional2___Human immunodeficiency virus infection (HIV infection),outcome,binary,Human immunodeficiency virus infection (HIV infection),diagn_additional2,
diagn_additional2___Mpox,outcome,binary,Mpox,diagn_additional2,
diagn_additional2___Other,outcome,binary,Other,diagn_additional2,
diagn_additional2_type,outcome,categorical,Type of diagnosis,diagn,
diagn_additional2_type___Clinical diagnosis,outcome,binary,Clinical diagnosis,diagn_additional2_type,
diagn_additional2_type___Lab-confirmed,outcome,binary,Lab-confirmed,diagn_additional2_type,
"diagn_additional2_type___Radiologically confirmed (e.g., chest X-ray, CT)",outcome,binary,"Radiologically confirmed (e.g., chest X-ray, CT)",diagn_additional2_type,
diagn_additional2_type___Other,outcome,binary,Other,diagn_additional2_type,
diagn_additional2_otherl2,outcome,categorical,Select Additional diagnosis,diagn,[diagn_additional2]='88'
diagn_additional2_otherl2___Adenovirus,outcome,binary,Adenovirus,diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Andes virus infection (hantavirus),outcome,binary,Andes virus infection (hantavirus),diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Argentine haemorrhagic fever (Junin virus),outcome,binary,Argentine haemorrhagic fever (Junin virus),diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Avian influenza A H7N9/ H5N1/ H5N8/ H7N7,outcome,binary,Avian influenza A H7N9/ H5N1/ H5N8/ H7N7,diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Bolivian haemorrhagic fever (Machupo virus),outcome,binary,Bolivian haemorrhagic fever (Machupo virus),diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___COVID-19 (SARS-CoV-2),outcome,binary,COVID-19 (SARS-CoV-2),diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Dengue,outcome,binary,Dengue,diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Ebola virus disease (EVD),outcome,binary,Ebola virus disease (EVD),diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Enterovirus,outcome,binary,Enterovirus,diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Exposure to CBRN agent,outcome,binary,Exposure to CBRN agent,diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Exposure to Harmful Energy,outcome,binary,Exposure to Harmful Energy,diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___HSV,outcome,binary,HSV,diagn_additional2_otherl2,[diagn_additional2]='88'
"diagn_additional2_otherl2___Hepatitis (general, unspecified)",outcome,binary,"Hepatitis (general, unspecified)",diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Influenza A H1N1,outcome,binary,Influenza A H1N1,diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Influenza A H5N1,outcome,binary,Influenza A H5N1,diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Influenza A H5N8,outcome,binary,Influenza A H5N8,diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Influenza A H7N9,outcome,binary,Influenza A H7N9,diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Influenza A virus,outcome,binary,Influenza A virus,diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Influenza B virus,outcome,binary,Influenza B virus,diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___JE,outcome,binary,JE,diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Lassa fever,outcome,binary,Lassa fever,diagn_additional2_otherl2,[diagn_additional2]='88'
diagn_additional2_otherl2___Lujo virus disease,outcome,binary,Lujo virus disease,diagn_additional2_otherl2,[diagn_additional2]='88'
